735711.7430666666,3.2280041866368852e-15
735717.6597333334,1.6124731710376065e-13
735723.5764,1.800893538131065e-12
735729.4930666666,6.7468900989599676e-15
735735.4097333334,1.738683656701805e-13
735741.3264,5.69663729957777e-13
735747.2430666666,8.963663978548675e-14
735753.1597333334,4.1814900249143147e-13
735759.0764,3.5944554564064296e-13
735764.9930666666,8.389297320752599e-13
735770.9097333334,9.953882025617043e-14
735776.8264,5.866536004351508e-13
735782.7430666666,5.248775848650146e-13
735788.6597333334,5.634992399579764e-13
735794.5764,2.1867872227684184e-12
735800.4930666666,1.278767976152426e-13
735806.4097333334,8.931522257043398e-13
735812.3264,1.345170965924323e-13
735818.2430666666,1.4827220290649456e-13
735824.1597333334,1.364092280540642e-13
735830.0764,2.26211902035802e-12
735835.9930666666,1.0288286635431955e-13
735841.9097333334,9.569477900721393e-13
735847.8264,2.5448140928908975e-12
735853.7430666666,1.8202376542061013e-12
735859.6597333334,3.41777755895037e-13
735865.5764,1.1018444842238812e-12
735871.4930666666,4.4795206552130356e-15
735877.4097333334,1.9859158037565287e-13
735883.3264,4.606177936783139e-15
735889.2430666666,1.811370615278116e-13
735895.1597333334,4.882840157334169e-15
735901.0764,2.364321642503072e-13
735906.9930666666,1.9060529674442892e-13
735912.9097333334,7.050527789562272e-15
735918.8264,5.478933874683427e-14
735924.7430666666,5.568898821706908e-15
735930.6597333334,4.86381041472254e-12
735936.5764,9.431109029566336e-14
735942.4930666666,3.084864335682485e-13
735948.4097333334,1.292228636101407e-13
735954.3264,2.8301234432508133e-12
735960.2430666666,8.250715937017222e-13
735966.1597333334,1.0769742651586011e-12
735972.0764,8.166176913251615e-15
735977.9930666666,1.6219000193801527e-12
735983.9097333333,5.923017408869174e-13
735989.8264,7.16611176063522e-13
735995.7430666666,5.167868476383889e-13
736001.6597333333,1.1949824955399502e-12
736007.5764,5.643394752735343e-13
736013.4930666666,3.962101574771707e-13
736019.4097333333,2.9245873360080173e-14
736025.3264,7.34098856011358e-13
736031.2430666666,1.824286969065132e-14
736037.1597333333,1.1460476392589012e-12
736043.0764,2.3582371299088103e-13
736048.9930666666,3.447160831409146e-13
736054.9097333333,2.845091309472105e-13
736060.8264,8.816648959477252e-13
736066.7430666666,2.0108486272151248e-14
736072.6597333333,3.7800027881741824e-13
736078.5764,5.240722073730653e-13
736084.4930666666,5.699433055076022e-13
736090.4097333333,3.6636583346691195e-13
736096.3264,2.8921475194249347e-14
736102.2430666666,3.8573188430760805e-13
736108.1597333333,7.221265260007516e-14
736114.0764,2.612202587835521e-13
736119.9930666666,5.070748081076361e-13
736125.9097333333,5.244795975520006e-14
736131.8264,2.0384490435445043e-12
736137.7430666666,5.21654722704558e-13
736143.6597333333,1.4130306625896884e-14
736149.5764,2.097798409094889e-12
736155.4930666666,3.483970487078934e-14
736161.4097333333,4.133747001211359e-14
736167.3264,1.8533654619612213e-13
736173.2430666666,7.636745432685009e-14
736179.1597333333,7.792171980077571e-13
736185.0764,4.731381414624964e-15
736190.9930666666,2.701863831217216e-13
736196.9097333333,1.5710271199434537e-13
736202.8264,2.538442529104742e-13
736208.7430666666,1.2828545604318658e-12
736214.6597333333,3.4325348730080595e-13
736220.5764,7.746037011859452e-14
736226.4930666666,2.484703006627174e-12
