7.3415e+05,1.21e-06
7.3416e+05,1.2086e-06
7.3417e+05,1.1899e-06
7.3417e+05,9.5684e-07
7.3418e+05,9.1086e-07
7.3418e+05,1.0361e-06
7.3419e+05,1.0181e-06
7.342e+05,9.9776e-07
7.342e+05,9.8803e-07
7.3421e+05,9.6872e-07
7.3421e+05,9.2755e-07
7.3422e+05,1.1845e-06
7.3422e+05,1.1655e-06
7.3423e+05,1.1795e-06
7.3424e+05,1.1828e-06
7.3424e+05,1.0589e-06
7.3425e+05,8.7711e-07
7.3425e+05,8.6764e-07
7.3426e+05,8.6475e-07
7.3427e+05,8.6817e-07
7.3427e+05,8.7335e-07
7.3428e+05,8.7141e-07
7.3428e+05,8.7215e-07
7.3429e+05,8.7792e-07
7.343e+05,9.6335e-07
7.343e+05,1.047e-06
7.3431e+05,1.0575e-06
7.3431e+05,1.0399e-06
7.3432e+05,1.0418e-06
7.3433e+05,9.3375e-07
7.3433e+05,8.6781e-07
7.3434e+05,8.6781e-07
7.3434e+05,9.8099e-07
7.3435e+05,1.2759e-06
7.3435e+05,1.3012e-06
7.3436e+05,1.2829e-06
7.3437e+05,1.2889e-06
7.3437e+05,1.104e-06
7.3438e+05,8.706e-07
7.3438e+05,8.8649e-07
7.3439e+05,8.9506e-07
7.344e+05,8.8617e-07
7.344e+05,8.9613e-07
7.3441e+05,1.0133e-06
7.3441e+05,1.151e-06
7.3442e+05,1.1611e-06
7.3443e+05,1.1683e-06
7.3443e+05,1.1671e-06
7.3444e+05,1.0053e-06
7.3444e+05,9.1652e-07
7.3445e+05,8.973e-07
7.3446e+05,1.0134e-06
7.3446e+05,1.0411e-06
7.3447e+05,1.0352e-06
7.3447e+05,1.0435e-06
7.3448e+05,1.0311e-06
7.3449e+05,8.3845e-07
7.3449e+05,9.0182e-07
7.345e+05,1.0463e-06
7.345e+05,1.0419e-06
7.3451e+05,1.0521e-06
7.3451e+05,1.1131e-06
7.3452e+05,1.0366e-06
7.3453e+05,9.029e-07
7.3453e+05,8.9148e-07
7.3454e+05,9.1294e-07
7.3454e+05,9.1495e-07
7.3455e+05,9.5526e-07
7.3456e+05,1.0139e-06
7.3456e+05,1.0031e-06
7.3457e+05,9.8987e-07
7.3457e+05,9.8064e-07
7.3458e+05,9.3595e-07
7.3459e+05,8.8484e-07
7.3459e+05,8.8745e-07
7.346e+05,8.9816e-07
7.346e+05,9.094e-07
7.3461e+05,9.1951e-07
7.3462e+05,9.3104e-07
7.3462e+05,9.348e-07
7.3463e+05,9.2812e-07
7.3463e+05,9.3202e-07
7.3464e+05,9.0055e-07
7.3464e+05,1.1725e-06
7.3465e+05,1.4467e-06
7.3466e+05,1.4226e-06
7.3466e+05,1.471e-06
7.3467e+05,1.4815e-06
7.3467e+05,NaN
7.3468e+05,NaN
7.3469e+05,NaN
7.3469e+05,NaN
7.347e+05,NaN
7.347e+05,NaN
