"In-Situ Inc.","Troll",,,,,
,,,,,,
"Report generated:",10/2/2003,15:16:09,,,,
"Report from file:","J:\shreiner\SsFL\Northeast Area Studies\Pumping Tests\C-1\bin Files\New to be updated\SN13360 2003-08-25 110000 WS-14 C1 P-test.bin",,,,,
"DataMgr Version",3.7,,,,,
,,,,,,
"Serial number:",13360,,,,,
"Firmware Version",7.1,,,,,
"Unit name: ","SP-4000",,,,,
,,,,,,
"Test name:",,"WS-14 C1 P-test",,,,
,,,,,,
"Test defined on:",8/21/2003,11:10:26,,,,
"Test scheduled for:",8/25/2003,11:00:00,,,,
"Test started on:",8/25/2003,11:00:00,,,,
"Test stopped on:","N/A","N/A",,,,
"Test extracted on:",9/30/2003,10:50:15,,,,
,,,,,,
"Data gathered using Logarithmic testing",,,,,,
"   Maximum time between data points:      10.0000","Minutes.",,,,,
"   Number of data samples:",5316,,,,,
,,,,,,
,,,,,,
"TOTAL DATA SAMPLES",5316,,,,,
,,,,,,
"Channel number [2]",,,,,,
"  Measurement type:","Pressure",,,,,
"  Channel name:","WS14 dtw",,,,,
37874.61648148150000000000,23267.7380,387.7956,16.1582,353.8010,-0.2440,1524.4290
37874.62342592590000000000,23277.7380,387.9623,16.1651,353.8010,-0.2440,1524.4290
37874.63037037040000000000,23287.7380,388.1290,16.1720,353.8010,-0.2440,1524.4290
37874.63731481480000000000,23297.7380,388.2956,16.1790,353.7870,-0.2580,1524.4430
37874.64425925930000000000,23307.7380,388.4623,16.1859,353.7870,-0.2580,1524.4430
37874.65120370370000000000,23317.7380,388.6290,16.1929,353.7690,-0.2760,1524.4610
37874.65814814810000000000,23327.7380,388.7956,16.1998,353.7870,-0.2580,1524.4430
37874.66509259260000000000,23337.7380,388.9623,16.2068,353.7690,-0.2760,1524.4610
37874.67203703700000000000,23347.7380,389.1290,16.2137,353.7690,-0.2760,1524.4610
37874.67898148150000000000,23357.7380,389.2956,16.2207,353.7690,-0.2760,1524.4610
37874.68592592590000000000,23367.7380,389.4623,16.2276,353.7690,-0.2760,1524.4610
37874.69287037040000000000,23377.7380,389.6290,16.2345,353.7550,-0.2900,1524.4750
37874.69981481480000000000,23387.7380,389.7956,16.2415,353.7550,-0.2900,1524.4750
37874.70675925930000000000,23397.7380,389.9623,16.2484,353.7550,-0.2900,1524.4750
37874.71370370370000000000,23407.7380,390.1290,16.2554,353.7550,-0.2900,1524.4750
37874.72064814810000000000,23417.7380,390.2956,16.2623,353.7360,-0.3090,1524.4940
37874.72759259260000000000,23427.7380,390.4623,16.2693,353.7550,-0.2900,1524.4750
37874.73453703700000000000,23437.7380,390.6290,16.2762,353.7360,-0.3090,1524.4940
37874.74148148150000000000,23447.7380,390.7956,16.2832,353.7360,-0.3090,1524.4940
37874.74842592590000000000,23457.7380,390.9623,16.2901,353.7360,-0.3090,1524.4940
37874.75537037040000000000,23467.7380,391.1290,16.2970,353.7360,-0.3090,1524.4940
37874.76231481480000000000,23477.7380,391.2956,16.3040,353.7360,-0.3090,1524.4940
37874.76925925930000000000,23487.7380,391.4623,16.3109,353.7360,-0.3090,1524.4940
37874.77620370370000000000,23497.7380,391.6290,16.3179,353.7360,-0.3090,1524.4940
37874.78314814810000000000,23507.7380,391.7956,16.3248,353.7360,-0.3090,1524.4940
37874.79009259260000000000,23517.7380,391.9623,16.3318,353.7360,-0.3090,1524.4940
37874.79703703700000000000,23527.7380,392.1290,16.3387,353.7360,-0.3090,1524.4940
37874.80398148150000000000,23537.7380,392.2956,16.3457,353.7360,-0.3090,1524.4940
37874.81092592590000000000,23547.7380,392.4623,16.3526,353.7360,-0.3090,1524.4940
37874.81787037040000000000,23557.7380,392.6290,16.3595,353.7550,-0.2900,1524.4750
37874.82481481480000000000,23567.7380,392.7956,16.3665,353.7360,-0.3090,1524.4940
37874.83175925930000000000,23577.7380,392.9623,16.3734,353.7550,-0.2900,1524.4750
37874.83870370370000000000,23587.7380,393.1290,16.3804,353.7550,-0.2900,1524.4750
37874.84564814810000000000,23597.7380,393.2956,16.3873,353.7550,-0.2900,1524.4750
37874.85259259260000000000,23607.7380,393.4623,16.3943,353.7690,-0.2760,1524.4610
37874.85953703700000000000,23617.7380,393.6290,16.4012,353.7690,-0.2760,1524.4610
37874.86648148150000000000,23627.7380,393.7956,16.4082,353.7550,-0.2900,1524.4750
37874.87342592590000000000,23637.7380,393.9623,16.4151,353.7690,-0.2760,1524.4610
37874.88037037040000000000,23647.7380,394.1290,16.4220,353.7690,-0.2760,1524.4610
37874.88731481480000000000,23657.7380,394.2956,16.4290,353.7690,-0.2760,1524.4610
37874.89425925930000000000,23667.7380,394.4623,16.4359,353.7690,-0.2760,1524.4610
37874.90120370370000000000,23677.7380,394.6290,16.4429,353.7690,-0.2760,1524.4610
37874.90814814810000000000,23687.7380,394.7956,16.4498,353.7690,-0.2760,1524.4610
37874.91509259260000000000,23697.7380,394.9623,16.4568,353.7870,-0.2580,1524.4430
37874.92203703700000000000,23707.7380,395.1290,16.4637,353.7870,-0.2580,1524.4430
37874.92898148150000000000,23717.7380,395.2956,16.4707,353.7870,-0.2580,1524.4430
37874.93592592590000000000,23727.7380,395.4623,16.4776,353.8010,-0.2440,1524.4290
37874.94287037040000000000,23737.7380,395.6290,16.4845,353.8010,-0.2440,1524.4290
37874.94981481480000000000,23747.7380,395.7956,16.4915,353.8010,-0.2440,1524.4290
37874.95675925930000000000,23757.7380,395.9623,16.4984,353.8010,-0.2440,1524.4290
37874.96370370370000000000,23767.7380,396.1290,16.5054,353.8190,-0.2260,1524.4110
37874.97064814810000000000,23777.7380,396.2956,16.5123,353.8010,-0.2440,1524.4290
37874.97759259260000000000,23787.7380,396.4623,16.5193,353.8010,-0.2440,1524.4290
37874.98453703700000000000,23797.7380,396.6290,16.5262,353.8010,-0.2440,1524.4290
37874.99148148150000000000,23807.7380,396.7956,16.5332,353.8010,-0.2440,1524.4290
37874.99842592590000000000,23817.7380,396.9623,16.5401,353.8190,-0.2260,1524.4110
37875.00537037040000000000,23827.7380,397.1290,16.5470,353.8190,-0.2260,1524.4110
37875.01231481480000000000,23837.7380,397.2956,16.5540,353.8190,-0.2260,1524.4110
37875.01925925930000000000,23847.7380,397.4623,16.5609,353.8190,-0.2260,1524.4110
37875.02620370370000000000,23857.7380,397.6290,16.5679,353.8190,-0.2260,1524.4110
37875.03314814810000000000,23867.7380,397.7956,16.5748,353.8190,-0.2260,1524.4110
37875.04009259260000000000,23877.7380,397.9623,16.5818,353.8190,-0.2260,1524.4110
37875.04703703700000000000,23887.7380,398.1290,16.5887,353.8190,-0.2260,1524.4110
37875.05398148150000000000,23897.7380,398.2956,16.5957,353.8190,-0.2260,1524.4110
37875.06092592590000000000,23907.7380,398.4623,16.6026,353.8190,-0.2260,1524.4110
37875.06787037040000000000,23917.7380,398.6290,16.6095,353.8190,-0.2260,1524.4110
37875.07481481480000000000,23927.7380,398.7956,16.6165,353.8190,-0.2260,1524.4110
37875.08175925930000000000,23937.7380,398.9623,16.6234,353.8190,-0.2260,1524.4110
37875.08870370370000000000,23947.7380,399.1290,16.6304,353.8190,-0.2260,1524.4110
37875.09564814810000000000,23957.7380,399.2956,16.6373,353.8190,-0.2260,1524.4110
37875.10259259260000000000,23967.7380,399.4623,16.6443,353.8190,-0.2260,1524.4110
37875.10953703700000000000,23977.7380,399.6290,16.6512,353.8010,-0.2440,1524.4290
37875.11648148150000000000,23987.7380,399.7956,16.6582,353.8010,-0.2440,1524.4290
37875.12342592590000000000,23997.7380,399.9623,16.6651,353.8010,-0.2440,1524.4290
37875.13037037040000000000,24007.7380,400.1290,16.6720,353.8010,-0.2440,1524.4290
37875.13731481480000000000,24017.7380,400.2956,16.6790,353.8010,-0.2440,1524.4290
37875.14425925930000000000,24027.7380,400.4623,16.6859,353.7870,-0.2580,1524.4430
37875.15120370370000000000,24037.7380,400.6290,16.6929,353.8010,-0.2440,1524.4290
37875.15814814810000000000,24047.7380,400.7956,16.6998,353.7870,-0.2580,1524.4430
37875.16509259260000000000,24057.7380,400.9623,16.7068,353.7870,-0.2580,1524.4430
37875.17203703700000000000,24067.7380,401.1290,16.7137,353.7690,-0.2760,1524.4610
37875.17898148150000000000,24077.7380,401.2956,16.7207,353.7870,-0.2580,1524.4430
37875.18592592590000000000,24087.7380,401.4623,16.7276,353.7690,-0.2760,1524.4610
37875.19287037040000000000,24097.7380,401.6290,16.7345,353.7690,-0.2760,1524.4610
37875.19981481480000000000,24107.7380,401.7956,16.7415,353.7690,-0.2760,1524.4610
37875.20675925930000000000,24117.7380,401.9623,16.7484,353.7690,-0.2760,1524.4610
37875.21370370370000000000,24127.7380,402.1290,16.7554,353.7550,-0.2900,1524.4750
37875.22064814810000000000,24137.7380,402.2956,16.7623,353.7690,-0.2760,1524.4610
37875.22759259260000000000,24147.7380,402.4623,16.7693,353.7550,-0.2900,1524.4750
37875.23453703700000000000,24157.7380,402.6290,16.7762,353.7690,-0.2760,1524.4610
37875.24148148150000000000,24167.7380,402.7956,16.7832,353.7690,-0.2760,1524.4610
37875.24842592590000000000,24177.7380,402.9623,16.7901,353.7550,-0.2900,1524.4750
37875.25537037040000000000,24187.7380,403.1290,16.7970,353.7550,-0.2900,1524.4750
37875.26231481480000000000,24197.7380,403.2956,16.8040,353.7550,-0.2900,1524.4750
37875.26925925930000000000,24207.7380,403.4623,16.8109,353.7550,-0.2900,1524.4750
37875.27620370370000000000,24217.7380,403.6290,16.8179,353.7550,-0.2900,1524.4750
37875.28314814810000000000,24227.7380,403.7956,16.8248,353.7550,-0.2900,1524.4750
37875.29009259260000000000,24237.7380,403.9623,16.8318,353.7690,-0.2760,1524.4610
37875.29703703700000000000,24247.7380,404.1290,16.8387,353.7690,-0.2760,1524.4610
37875.30398148150000000000,24257.7380,404.2956,16.8457,353.7690,-0.2760,1524.4610
37875.31092592590000000000,24267.7380,404.4623,16.8526,353.7690,-0.2760,1524.4610
37875.31787037040000000000,24277.7380,404.6290,16.8595,353.7690,-0.2760,1524.4610
37875.32481481480000000000,24287.7380,404.7956,16.8665,353.7690,-0.2760,1524.4610
37875.33175925930000000000,24297.7380,404.9623,16.8734,353.7690,-0.2760,1524.4610
37875.33870370370000000000,24307.7380,405.1290,16.8804,353.7690,-0.2760,1524.4610
37875.34564814810000000000,24317.7380,405.2956,16.8873,353.7870,-0.2580,1524.4430
37875.35259259260000000000,24327.7380,405.4623,16.8943,353.7870,-0.2580,1524.4430
37875.35953703700000000000,24337.7380,405.6290,16.9012,353.7870,-0.2580,1524.4430
37875.36648148150000000000,24347.7380,405.7956,16.9082,353.7870,-0.2580,1524.4430
37875.37342592590000000000,24357.7380,405.9623,16.9151,353.8010,-0.2440,1524.4290
37875.38037037040000000000,24367.7380,406.1290,16.9220,353.8010,-0.2440,1524.4290
37875.38731481480000000000,24377.7380,406.2956,16.9290,353.8010,-0.2440,1524.4290
37875.39425925930000000000,24387.7380,406.4623,16.9359,353.8010,-0.2440,1524.4290
37875.40120370370000000000,24397.7380,406.6290,16.9429,353.8010,-0.2440,1524.4290
37875.40814814810000000000,24407.7380,406.7956,16.9498,353.8190,-0.2260,1524.4110
37875.41509259260000000000,24417.7380,406.9623,16.9568,353.8330,-0.2120,1524.3970
37875.42203703700000000000,24427.7380,407.1290,16.9637,353.8330,-0.2120,1524.3970
37875.42898148150000000000,24437.7380,407.2956,16.9707,353.8190,-0.2260,1524.4110
37875.43592592590000000000,24447.7380,407.4623,16.9776,353.8330,-0.2120,1524.3970
37875.44287037040000000000,24457.7380,407.6290,16.9845,353.8330,-0.2120,1524.3970
37875.44981481480000000000,24467.7380,407.7956,16.9915,353.8520,-0.1930,1524.3780
37875.45675925930000000000,24477.7380,407.9623,16.9984,353.8520,-0.1930,1524.3780
37875.46370370370000000000,24487.7380,408.1290,17.0054,353.8520,-0.1930,1524.3780
37875.47064814810000000000,24497.7380,408.2956,17.0123,353.8520,-0.1930,1524.3780
37875.47759259260000000000,24507.7380,408.4623,17.0193,353.8660,-0.1790,1524.3640
37875.48453703700000000000,24517.7380,408.6290,17.0262,353.8660,-0.1790,1524.3640
37875.49148148150000000000,24527.7380,408.7956,17.0332,353.8660,-0.1790,1524.3640
37875.49842592590000000000,24537.7380,408.9623,17.0401,353.8660,-0.1790,1524.3640
37875.50537037040000000000,24547.7380,409.1290,17.0470,353.8660,-0.1790,1524.3640
37875.51231481480000000000,24557.7380,409.2956,17.0540,353.8660,-0.1790,1524.3640
37875.51925925930000000000,24567.7380,409.4623,17.0609,353.8660,-0.1790,1524.3640
37875.52620370370000000000,24577.7380,409.6290,17.0679,353.8660,-0.1790,1524.3640
37875.53314814810000000000,24587.7380,409.7956,17.0748,353.8660,-0.1790,1524.3640
37875.54009259260000000000,24597.7380,409.9623,17.0818,353.8660,-0.1790,1524.3640
37875.54703703700000000000,24607.7380,410.1290,17.0887,353.8660,-0.1790,1524.3640
37875.55398148150000000000,24617.7380,410.2956,17.0957,353.8660,-0.1790,1524.3640
37875.56092592590000000000,24627.7380,410.4623,17.1026,353.8520,-0.1930,1524.3780
37875.56787037040000000000,24637.7380,410.6290,17.1095,353.8520,-0.1930,1524.3780
37875.57481481480000000000,24647.7380,410.7956,17.1165,353.8660,-0.1790,1524.3640
37875.58175925930000000000,24657.7380,410.9623,17.1234,353.8520,-0.1930,1524.3780
37875.58870370370000000000,24667.7380,411.1290,17.1304,353.8520,-0.1930,1524.3780
37875.59564814810000000000,24677.7380,411.2956,17.1373,353.8520,-0.1930,1524.3780
37875.60259259260000000000,24687.7380,411.4623,17.1443,353.8520,-0.1930,1524.3780
37875.60953703700000000000,24697.7380,411.6290,17.1512,353.8330,-0.2120,1524.3970
37875.61648148150000000000,24707.7380,411.7956,17.1582,353.8520,-0.1930,1524.3780
37875.62342592590000000000,24717.7380,411.9623,17.1651,353.8330,-0.2120,1524.3970
37875.63037037040000000000,24727.7380,412.1290,17.1720,353.8330,-0.2120,1524.3970
37875.63731481480000000000,24737.7380,412.2956,17.1790,353.8330,-0.2120,1524.3970
37875.64425925930000000000,24747.7380,412.4623,17.1859,353.8190,-0.2260,1524.4110
37875.65120370370000000000,24757.7380,412.6290,17.1929,353.8190,-0.2260,1524.4110
37875.65814814810000000000,24767.7380,412.7956,17.1998,353.8190,-0.2260,1524.4110
37875.66509259260000000000,24777.7380,412.9623,17.2068,353.8190,-0.2260,1524.4110
37875.67203703700000000000,24787.7380,413.1290,17.2137,353.8190,-0.2260,1524.4110
37875.67898148150000000000,24797.7380,413.2956,17.2207,353.8010,-0.2440,1524.4290
37875.68592592590000000000,24807.7380,413.4623,17.2276,353.8010,-0.2440,1524.4290
37875.69287037040000000000,24817.7380,413.6290,17.2345,353.7870,-0.2580,1524.4430
37875.69981481480000000000,24827.7380,413.7956,17.2415,353.7690,-0.2760,1524.4610
37875.70675925930000000000,24837.7380,413.9623,17.2484,353.7870,-0.2580,1524.4430
37875.71370370370000000000,24847.7380,414.1290,17.2554,353.7870,-0.2580,1524.4430
37875.72064814810000000000,24857.7380,414.2956,17.2623,353.7690,-0.2760,1524.4610
37875.72759259260000000000,24867.7380,414.4623,17.2693,353.7690,-0.2760,1524.4610
37875.73453703700000000000,24877.7380,414.6290,17.2762,353.7690,-0.2760,1524.4610
37875.74148148150000000000,24887.7380,414.7956,17.2832,353.7690,-0.2760,1524.4610
37875.74842592590000000000,24897.7380,414.9623,17.2901,353.7550,-0.2900,1524.4750
37875.75537037040000000000,24907.7380,415.1290,17.2970,353.7550,-0.2900,1524.4750
37875.76231481480000000000,24917.7380,415.2956,17.3040,353.7550,-0.2900,1524.4750
37875.76925925930000000000,24927.7380,415.4623,17.3109,353.7690,-0.2760,1524.4610
37875.77620370370000000000,24937.7380,415.6290,17.3179,353.7550,-0.2900,1524.4750
37875.78314814810000000000,24947.7380,415.7956,17.3248,353.7550,-0.2900,1524.4750
37875.79009259260000000000,24957.7380,415.9623,17.3318,353.7550,-0.2900,1524.4750
37875.79703703700000000000,24967.7380,416.1290,17.3387,353.7550,-0.2900,1524.4750
37875.80398148150000000000,24977.7380,416.2956,17.3457,353.7550,-0.2900,1524.4750
37875.81092592590000000000,24987.7380,416.4623,17.3526,353.7550,-0.2900,1524.4750
37875.81787037040000000000,24997.7380,416.6290,17.3595,353.7550,-0.2900,1524.4750
37875.82481481480000000000,25007.7380,416.7956,17.3665,353.7550,-0.2900,1524.4750
37875.83175925930000000000,25017.7380,416.9623,17.3734,353.7690,-0.2760,1524.4610
37875.83870370370000000000,25027.7380,417.1290,17.3804,353.7690,-0.2760,1524.4610
37875.84564814810000000000,25037.7380,417.2956,17.3873,353.7550,-0.2900,1524.4750
37875.85259259260000000000,25047.7380,417.4623,17.3943,353.7690,-0.2760,1524.4610
37875.85953703700000000000,25057.7380,417.6290,17.4012,353.7690,-0.2760,1524.4610
37875.86648148150000000000,25067.7380,417.7956,17.4082,353.7690,-0.2760,1524.4610
37875.87342592590000000000,25077.7380,417.9623,17.4151,353.7690,-0.2760,1524.4610
37875.88037037040000000000,25087.7380,418.1290,17.4220,353.7870,-0.2580,1524.4430
37875.88731481480000000000,25097.7380,418.2956,17.4290,353.7870,-0.2580,1524.4430
37875.89425925930000000000,25107.7380,418.4623,17.4359,353.7870,-0.2580,1524.4430
37875.90120370370000000000,25117.7380,418.6290,17.4429,353.7870,-0.2580,1524.4430
37875.90814814810000000000,25127.7380,418.7956,17.4498,353.7870,-0.2580,1524.4430
37875.91509259260000000000,25137.7380,418.9623,17.4568,353.7870,-0.2580,1524.4430
37875.92203703700000000000,25147.7380,419.1290,17.4637,353.7870,-0.2580,1524.4430
37875.92898148150000000000,25157.7380,419.2956,17.4707,353.7870,-0.2580,1524.4430
37875.93592592590000000000,25167.7380,419.4623,17.4776,353.8010,-0.2440,1524.4290
37875.94287037040000000000,25177.7380,419.6290,17.4845,353.8010,-0.2440,1524.4290
37875.94981481480000000000,25187.7380,419.7956,17.4915,353.8010,-0.2440,1524.4290
37875.95675925930000000000,25197.7380,419.9623,17.4984,353.8010,-0.2440,1524.4290
37875.96370370370000000000,25207.7380,420.1290,17.5054,353.8010,-0.2440,1524.4290
37875.97064814810000000000,25217.7380,420.2956,17.5123,353.8010,-0.2440,1524.4290
37875.97759259260000000000,25227.7380,420.4623,17.5193,353.8010,-0.2440,1524.4290
37875.98453703700000000000,25237.7380,420.6290,17.5262,353.8010,-0.2440,1524.4290
37875.99148148150000000000,25247.7380,420.7956,17.5332,353.8010,-0.2440,1524.4290
37875.99842592590000000000,25257.7380,420.9623,17.5401,353.8010,-0.2440,1524.4290
37876.00537037040000000000,25267.7380,421.1290,17.5470,353.8190,-0.2260,1524.4110
37876.01231481480000000000,25277.7380,421.2956,17.5540,353.8190,-0.2260,1524.4110
37876.01925925930000000000,25287.7380,421.4623,17.5609,353.8190,-0.2260,1524.4110
37876.02620370370000000000,25297.7380,421.6290,17.5679,353.8190,-0.2260,1524.4110
37876.03314814810000000000,25307.7380,421.7956,17.5748,353.8190,-0.2260,1524.4110
37876.04009259260000000000,25317.7380,421.9623,17.5818,353.8190,-0.2260,1524.4110
37876.04703703700000000000,25327.7380,422.1290,17.5887,353.8190,-0.2260,1524.4110
37876.05398148150000000000,25337.7380,422.2956,17.5957,353.8010,-0.2440,1524.4290
37876.06092592590000000000,25347.7380,422.4623,17.6026,353.8010,-0.2440,1524.4290
37876.06787037040000000000,25357.7380,422.6290,17.6095,353.8190,-0.2260,1524.4110
37876.07481481480000000000,25367.7380,422.7956,17.6165,353.8010,-0.2440,1524.4290
37876.08175925930000000000,25377.7380,422.9623,17.6234,353.8010,-0.2440,1524.4290
37876.08870370370000000000,25387.7380,423.1290,17.6304,353.8010,-0.2440,1524.4290
37876.09564814810000000000,25397.7380,423.2956,17.6373,353.8010,-0.2440,1524.4290
37876.10259259260000000000,25407.7380,423.4623,17.6443,353.8010,-0.2440,1524.4290
37876.10953703700000000000,25417.7380,423.6290,17.6512,353.8010,-0.2440,1524.4290
37876.11648148150000000000,25427.7380,423.7956,17.6582,353.7870,-0.2580,1524.4430
37876.12342592590000000000,25437.7380,423.9623,17.6651,353.7870,-0.2580,1524.4430
37876.13037037040000000000,25447.7380,424.1290,17.6720,353.7870,-0.2580,1524.4430
37876.13731481480000000000,25457.7380,424.2956,17.6790,353.7690,-0.2760,1524.4610
37876.14425925930000000000,25467.7380,424.4623,17.6859,353.7870,-0.2580,1524.4430
37876.15120370370000000000,25477.7380,424.6290,17.6929,353.7690,-0.2760,1524.4610
37876.15814814810000000000,25487.7380,424.7956,17.6998,353.7690,-0.2760,1524.4610
37876.16509259260000000000,25497.7380,424.9623,17.7068,353.7690,-0.2760,1524.4610
37876.17203703700000000000,25507.7380,425.1290,17.7137,353.7550,-0.2900,1524.4750
37876.17898148150000000000,25517.7380,425.2956,17.7207,353.7550,-0.2900,1524.4750
37876.18592592590000000000,25527.7380,425.4623,17.7276,353.7550,-0.2900,1524.4750
37876.19287037040000000000,25537.7380,425.6290,17.7345,353.7550,-0.2900,1524.4750
37876.19981481480000000000,25547.7380,425.7956,17.7415,353.7360,-0.3090,1524.4940
37876.20675925930000000000,25557.7380,425.9623,17.7484,353.7360,-0.3090,1524.4940
37876.21370370370000000000,25567.7380,426.1290,17.7554,353.7360,-0.3090,1524.4940
37876.22064814810000000000,25577.7380,426.2956,17.7623,353.7360,-0.3090,1524.4940
37876.22759259260000000000,25587.7380,426.4623,17.7693,353.7230,-0.3220,1524.5070
37876.23453703700000000000,25597.7380,426.6290,17.7762,353.7360,-0.3090,1524.4940
37876.24148148150000000000,25607.7380,426.7956,17.7832,353.7360,-0.3090,1524.4940
37876.24842592590000000000,25617.7380,426.9623,17.7901,353.7230,-0.3220,1524.5070
37876.25537037040000000000,25627.7380,427.1290,17.7970,353.7230,-0.3220,1524.5070
37876.26231481480000000000,25637.7380,427.2956,17.8040,353.7230,-0.3220,1524.5070
37876.26925925930000000000,25647.7380,427.4623,17.8109,353.7230,-0.3220,1524.5070
37876.27620370370000000000,25657.7380,427.6290,17.8179,353.7230,-0.3220,1524.5070
37876.28314814810000000000,25667.7380,427.7956,17.8248,353.7230,-0.3220,1524.5070
37876.29009259260000000000,25677.7380,427.9623,17.8318,353.7230,-0.3220,1524.5070
37876.29703703700000000000,25687.7380,428.1290,17.8387,353.7230,-0.3220,1524.5070
37876.30398148150000000000,25697.7380,428.2956,17.8457,353.7230,-0.3220,1524.5070
37876.31092592590000000000,25707.7380,428.4623,17.8526,353.7230,-0.3220,1524.5070
37876.31787037040000000000,25717.7380,428.6290,17.8595,353.7230,-0.3220,1524.5070
37876.32481481480000000000,25727.7380,428.7956,17.8665,353.7230,-0.3220,1524.5070
37876.33175925930000000000,25737.7380,428.9623,17.8734,353.7360,-0.3090,1524.4940
37876.33870370370000000000,25747.7380,429.1290,17.8804,353.7360,-0.3090,1524.4940
37876.34564814810000000000,25757.7380,429.2956,17.8873,353.7230,-0.3220,1524.5070
37876.35259259260000000000,25767.7380,429.4623,17.8943,353.7230,-0.3220,1524.5070
37876.35953703700000000000,25777.7380,429.6290,17.9012,353.7360,-0.3090,1524.4940
37876.36648148150000000000,25787.7380,429.7956,17.9082,353.7360,-0.3090,1524.4940
37876.37342592590000000000,25797.7380,429.9623,17.9151,353.7360,-0.3090,1524.4940
37876.38037037040000000000,25807.7380,430.1290,17.9220,353.7360,-0.3090,1524.4940
37876.38731481480000000000,25817.7380,430.2956,17.9290,353.7550,-0.2900,1524.4750
37876.39425925930000000000,25827.7380,430.4623,17.9359,353.7550,-0.2900,1524.4750
37876.40120370370000000000,25837.7380,430.6290,17.9429,353.7550,-0.2900,1524.4750
37876.40814814810000000000,25847.7380,430.7956,17.9498,353.7550,-0.2900,1524.4750
37876.41509259260000000000,25857.7380,430.9623,17.9568,353.7550,-0.2900,1524.4750
37876.42203703700000000000,25867.7380,431.1290,17.9637,353.7690,-0.2760,1524.4610
37876.42898148150000000000,25877.7380,431.2956,17.9707,353.7690,-0.2760,1524.4610
37876.43592592590000000000,25887.7380,431.4623,17.9776,353.7690,-0.2760,1524.4610
37876.44287037040000000000,25897.7380,431.6290,17.9845,353.7690,-0.2760,1524.4610
37876.44981481480000000000,25907.7380,431.7956,17.9915,353.7690,-0.2760,1524.4610
37876.45675925930000000000,25917.7380,431.9623,17.9984,353.7690,-0.2760,1524.4610
37876.46370370370000000000,25927.7380,432.1290,18.0054,353.7690,-0.2760,1524.4610
37876.47064814810000000000,25937.7380,432.2956,18.0123,353.7690,-0.2760,1524.4610
37876.47759259260000000000,25947.7380,432.4623,18.0193,353.7870,-0.2580,1524.4430
37876.48453703700000000000,25957.7380,432.6290,18.0262,353.7690,-0.2760,1524.4610
37876.49148148150000000000,25967.7380,432.7956,18.0332,353.7870,-0.2580,1524.4430
37876.49842592590000000000,25977.7380,432.9623,18.0401,353.7870,-0.2580,1524.4430
37876.50537037040000000000,25987.7380,433.1290,18.0470,353.7870,-0.2580,1524.4430
37876.51231481480000000000,25997.7380,433.2956,18.0540,353.7870,-0.2580,1524.4430
37876.51925925930000000000,26007.7380,433.4623,18.0609,353.7870,-0.2580,1524.4430
37876.52620370370000000000,26017.7380,433.6290,18.0679,353.7870,-0.2580,1524.4430
37876.53314814810000000000,26027.7380,433.7956,18.0748,353.7870,-0.2580,1524.4430
37876.54009259260000000000,26037.7380,433.9623,18.0818,353.7870,-0.2580,1524.4430
37876.54703703700000000000,26047.7380,434.1290,18.0887,353.7870,-0.2580,1524.4430
37876.55398148150000000000,26057.7380,434.2956,18.0957,353.7870,-0.2580,1524.4430
37876.56092592590000000000,26067.7380,434.4623,18.1026,353.7870,-0.2580,1524.4430
37876.56787037040000000000,26077.7380,434.6290,18.1095,353.7690,-0.2760,1524.4610
37876.57481481480000000000,26087.7380,434.7956,18.1165,353.7690,-0.2760,1524.4610
37876.58175925930000000000,26097.7380,434.9623,18.1234,353.7690,-0.2760,1524.4610
37876.58870370370000000000,26107.7380,435.1290,18.1304,353.7690,-0.2760,1524.4610
37876.59564814810000000000,26117.7380,435.2956,18.1373,353.7690,-0.2760,1524.4610
37876.60259259260000000000,26127.7380,435.4623,18.1443,353.7550,-0.2900,1524.4750
37876.60953703700000000000,26137.7380,435.6290,18.1512,353.7550,-0.2900,1524.4750
37876.61648148150000000000,26147.7380,435.7956,18.1582,353.7550,-0.2900,1524.4750
37876.62342592590000000000,26157.7380,435.9623,18.1651,353.7550,-0.2900,1524.4750
37876.63037037040000000000,26167.7380,436.1290,18.1720,353.7550,-0.2900,1524.4750
37876.63731481480000000000,26177.7380,436.2956,18.1790,353.7360,-0.3090,1524.4940
37876.64425925930000000000,26187.7380,436.4623,18.1859,353.7360,-0.3090,1524.4940
37876.65120370370000000000,26197.7380,436.6290,18.1929,353.7360,-0.3090,1524.4940
37876.65814814810000000000,26207.7380,436.7956,18.1998,353.7360,-0.3090,1524.4940
37876.66509259260000000000,26217.7380,436.9623,18.2068,353.7230,-0.3220,1524.5070
37876.67203703700000000000,26227.7380,437.1290,18.2137,353.7230,-0.3220,1524.5070
37876.67898148150000000000,26237.7380,437.2956,18.2207,353.7040,-0.3410,1524.5260
37876.68592592590000000000,26247.7380,437.4623,18.2276,353.7230,-0.3220,1524.5070
37876.69287037040000000000,26257.7380,437.6290,18.2345,353.7040,-0.3410,1524.5260
37876.69981481480000000000,26267.7380,437.7956,18.2415,353.7040,-0.3410,1524.5260
37876.70675925930000000000,26277.7380,437.9623,18.2484,353.7040,-0.3410,1524.5260
37876.71370370370000000000,26287.7380,438.1290,18.2554,353.6900,-0.3550,1524.5400
37876.72064814810000000000,26297.7380,438.2956,18.2623,353.6900,-0.3550,1524.5400
37876.72759259260000000000,26307.7380,438.4623,18.2693,353.6900,-0.3550,1524.5400
