UTC,WL_ft,,,
735855.5764,48.7549617,,,
735855.5833,48.7549617,,,
735855.5903,48.7549617,,,
735855.5972,48.76701376,,,
735855.6042,48.76701376,,,
735855.6111,48.77906583,,,
735855.6181,48.76701376,,,
735855.625,48.80316996,,,
735855.6319,48.77906583,,,
735855.6389,48.79111789,,,
735855.6458,48.79111789,,,
735855.6528,48.79111789,,,
735855.6597,48.80316996,,,
735855.6667,48.79111789,,,
735855.6736,48.79111789,,,
735855.6806,48.79111789,,,
735855.6875,48.79111789,,,
735855.6944,48.80316996,,,
735855.7014,48.80316996,,,
735855.7083,48.79111789,,,
735855.7153,48.79111789,,,
735855.7222,48.79111789,,,
735855.7292,48.79111789,,,
735855.7361,48.79111789,,,
735855.7431,48.80316996,,,
735855.75,48.80316996,,,
735855.7569,48.77906583,,,
735855.7639,48.77906583,,,
735855.7708,48.77906583,,,
735855.7778,48.76701376,,,
735855.7847,48.76701376,,,
735855.7917,48.77906583,,,
735855.7986,48.77906583,,,
735855.8056,48.76701376,,,
735855.8125,48.76701376,,,
735855.8194,48.7549617,,,
735855.8264,48.7549617,,,
735855.8333,48.7549617,,,
735855.8403,48.7549617,,,
735855.8472,48.7549617,,,
735855.8542,48.7549617,,,
735855.8611,48.74290963,,,
735855.8681,48.7549617,,,
735855.875,48.74290963,,,
735855.8819,48.7549617,,,
735855.8889,48.7549617,,,
735855.8958,48.74290963,,,
735855.9028,48.74290963,,,
735855.9097,48.73085757,,,
735855.9167,48.73085757,,,
735855.9236,48.73085757,,,
735855.9306,48.73085757,,,
735855.9375,48.71847072,,,
735855.9444,48.71847072,,,
735855.9514,48.73085757,,,
735855.9583,48.73085757,,,
735855.9653,48.74290963,,,
735855.9722,48.74290963,,,
735855.9792,48.73085757,,,
735855.9861,48.74290963,,,
735855.9931,48.7549617,,,
735856,48.74290963,,,
735856.0069,48.7549617,,,
735856.0139,48.74290963,,,
735856.0208,48.74290963,,,
735856.0278,48.74290963,,,
735856.0347,48.7549617,,,
735856.0417,48.76701376,,,
735856.0486,48.7549617,,,
735856.0556,48.76701376,,,
735856.0625,48.7549617,,,
735856.0694,48.76701376,,,
735856.0764,48.7549617,,,
735856.0833,48.76701376,,,
735856.0903,48.77906583,,,
735856.0972,48.76701376,,,
735856.1042,48.77906583,,,
735856.1111,48.77906583,,,
735856.1181,48.77906583,,,
735856.125,48.77906583,,,
735856.1319,48.79111789,,,
735856.1389,48.79111789,,,
735856.1458,48.79111789,,,
735856.1528,48.80316996,,,
735856.1597,48.80316996,,,
735856.1667,48.81522202,,,
735856.1736,48.81522202,,,
735856.1806,48.80316996,,,
735856.1875,48.80316996,,,
735856.1944,48.80316996,,,
735856.2014,48.80316996,,,
735856.2083,48.80316996,,,
735856.2153,48.80316996,,,
735856.2222,48.80316996,,,
735856.2292,48.80316996,,,
735856.2361,48.79111789,,,
735856.2431,48.80316996,,,
735856.25,48.79111789,,,
735856.2569,48.79111789,,,
735856.2639,48.77906583,,,
735856.2708,48.79111789,,,
735856.2778,48.77906583,,,
735856.2847,48.79111789,,,
735856.2917,48.76701376,,,
735856.2986,48.77906583,,,
735856.3056,48.76701376,,,
735856.3125,48.76701376,,,
735856.3194,48.76701376,,,
735856.3264,48.76701376,,,
735856.3333,48.76701376,,,
735856.3403,48.76701376,,,
735856.3472,48.76701376,,,
735856.3542,48.76701376,,,
735856.3611,48.76701376,,,
735856.3681,48.7549617,,,
735856.375,48.7549617,,,
735856.3819,48.74290963,,,
735856.3889,48.74290963,,,
735856.3958,48.74290963,,,
735856.4028,48.76701376,,,
735856.4097,48.74290963,,,
735856.4167,48.74290963,,,
735856.4236,48.74290963,,,
735856.4306,48.74290963,,,
735856.4375,48.74290963,,,
735856.4444,48.73085757,,,
735856.4514,48.73085757,,,
735856.4583,48.73085757,,,
735856.4653,48.71847072,,,
735856.4722,48.73085757,,,
735856.4792,48.71847072,,,
735856.4861,48.73085757,,,
735856.4931,48.71847072,,,
735856.5,48.73085757,,,
735856.5069,48.73085757,,,
735856.5139,48.73085757,,,
735856.5208,48.73085757,,,
735856.5278,48.73085757,,,
735856.5347,48.74290963,,,
735856.5417,48.71847072,,,
735856.5486,48.74290963,,,
735856.5556,48.74290963,,,
735856.5625,48.74290963,,,
735856.5694,48.74290963,,,
735856.5764,48.74290963,,,
735856.5833,48.7549617,,,
735856.5903,48.74290963,,,
735856.5972,48.7549617,,,
735856.6042,48.7549617,,,
735856.6111,48.76701376,,,
735856.6181,48.76701376,,,
735856.625,48.7549617,,,
735856.6319,48.7549617,,,
735856.6389,48.76701376,,,
735856.6458,48.76701376,,,
735856.6528,48.76701376,,,
735856.6597,48.76701376,,,
735856.6667,48.77906583,,,
735856.6736,48.77906583,,,
735856.6806,48.80316996,,,
735856.6875,48.77906583,,,
735856.6944,48.79111789,,,
735856.7014,48.79111789,,,
735856.7083,48.80316996,,,
735856.7153,48.79111789,,,
735856.7222,48.80316996,,,
735856.7292,48.79111789,,,
735856.7361,48.80316996,,,
735856.7431,48.77906583,,,
735856.75,48.80316996,,,
735856.7569,48.79111789,,,
735856.7639,48.80316996,,,
735856.7708,48.79111789,,,
735856.7778,48.79111789,,,
735856.7847,48.79111789,,,
735856.7917,48.79111789,,,
735856.7986,48.80316996,,,
735856.8056,48.79111789,,,
735856.8125,48.77906583,,,
735856.8194,48.79111789,,,
735856.8264,48.79111789,,,
735856.8333,48.79111789,,,
735856.8403,48.77906583,,,
735856.8472,48.79111789,,,
735856.8542,48.76701376,,,
735856.8611,48.77906583,,,
735856.8681,48.77906583,,,
735856.875,48.77906583,,,
735856.8819,48.77906583,,,
735856.8889,48.77906583,,,
735856.8958,48.76701376,,,
735856.9028,48.76701376,,,
735856.9097,48.76701376,,,
735856.9167,48.7549617,,,
735856.9236,48.7549617,,,
735856.9306,48.76701376,,,
735856.9375,48.7549617,,,
735856.9444,48.7549617,,,
735856.9514,48.7549617,,,
735856.9583,48.7549617,,,
735856.9653,48.7549617,,,
735856.9722,48.7549617,,,
735856.9792,48.7549617,,,
735856.9861,48.7549617,,,
735856.9931,48.7549617,,,
735857,48.7549617,,,
735857.0069,48.7549617,,,
735857.0139,48.7549617,,,
735857.0208,48.7549617,,,
735857.0278,48.76701376,,,
735857.0347,48.7549617,,,
735857.0417,48.76701376,,,
735857.0486,48.76701376,,,
735857.0556,48.76701376,,,
735857.0625,48.77906583,,,
735857.0694,48.76701376,,,
735857.0764,48.76701376,,,
735857.0833,48.77906583,,,
735857.0903,48.77906583,,,
735857.0972,48.77906583,,,
735857.1042,48.79111789,,,
735857.1111,48.77906583,,,
735857.1181,48.79111789,,,
735857.125,48.79111789,,,
735857.1319,48.80316996,,,
735857.1389,48.79111789,,,
735857.1458,48.80316996,,,
735857.1528,48.80316996,,,
735857.1597,48.80316996,,,
735857.1667,48.80316996,,,
735857.1736,48.80316996,,,
735857.1806,48.80316996,,,
735857.1875,48.81522202,,,
735857.1944,48.80316996,,,
735857.2014,48.80316996,,,
735857.2083,48.80316996,,,
735857.2153,48.80316996,,,
735857.2222,48.81522202,,,
735857.2292,48.81522202,,,
735857.2361,48.81522202,,,
735857.2431,48.81522202,,,
735857.25,48.80316996,,,
735857.2569,48.81522202,,,
735857.2639,48.81522202,,,
735857.2708,48.81522202,,,
735857.2778,48.81522202,,,
735857.2847,48.81522202,,,
735857.2917,48.80316996,,,
735857.2986,48.80316996,,,
735857.3056,48.80316996,,,
735857.3125,48.80316996,,,
735857.3194,48.80316996,,,
735857.3264,48.79111789,,,
735857.3333,48.79111789,,,
735857.3403,48.79111789,,,
735857.3472,48.77906583,,,
735857.3542,48.77906583,,,
735857.3611,48.77906583,,,
735857.3681,48.77906583,,,
735857.375,48.77906583,,,
735857.3819,48.77906583,,,
735857.3889,48.77906583,,,
735857.3958,48.77906583,,,
735857.4028,48.76701376,,,
735857.4097,48.76701376,,,
735857.4167,48.76701376,,,
735857.4236,48.77906583,,,
735857.4306,48.77906583,,,
735857.4375,48.77906583,,,
735857.4444,48.76701376,,,
735857.4514,48.76701376,,,
735857.4583,48.76701376,,,
735857.4653,48.7549617,,,
735857.4722,48.7549617,,,
735857.4792,48.76701376,,,
735857.4861,48.7549617,,,
735857.4931,48.76701376,,,
735857.5,48.7549617,,,
735857.5069,48.7549617,,,
735857.5139,48.7549617,,,
735857.5208,48.76701376,,,
735857.5278,48.76701376,,,
735857.5347,48.76701376,,,
735857.5417,48.76701376,,,
735857.5486,48.76701376,,,
735857.5556,48.76701376,,,
735857.5625,48.77906583,,,
735857.5694,48.77906583,,,
735857.5764,48.77906583,,,
735857.5833,48.77906583,,,
735857.5903,48.77906583,,,
735857.5972,48.77906583,,,
735857.6042,48.77906583,,,
735857.6111,48.79111789,,,
735857.6181,48.77906583,,,
735857.625,48.79111789,,,
735857.6319,48.79111789,,,
735857.6389,48.77906583,,,
735857.6458,48.79111789,,,
735857.6528,48.79111789,,,
735857.6597,48.79111789,,,
735857.6667,48.79111789,,,
735857.6736,48.79111789,,,
735857.6806,48.79111789,,,
735857.6875,48.80316996,,,
735857.6944,48.80316996,,,
735857.7014,48.80316996,,,
735857.7083,48.80316996,,,
735857.7153,48.80316996,,,
735857.7222,48.81522202,,,
735857.7292,48.80316996,,,
735857.7361,48.80316996,,,
735857.7431,48.81522202,,,
735857.75,48.81522202,,,
735857.7569,48.81522202,,,
735857.7639,48.80316996,,,
735857.7708,48.81522202,,,
735857.7778,48.80316996,,,
735857.7847,48.81522202,,,
735857.7917,48.81522202,,,
735857.7986,48.80316996,,,
735857.8056,48.80316996,,,
735857.8125,48.80316996,,,
735857.8194,48.80316996,,,
735857.8264,48.80316996,,,
735857.8333,48.80316996,,,
735857.8403,48.80316996,,,
735857.8472,48.80316996,,,
735857.8542,48.81522202,,,
735857.8611,48.80316996,,,
735857.8681,48.80316996,,,
735857.875,48.81522202,,,
735857.8819,48.79111789,,,
735857.8889,48.80316996,,,
735857.8958,48.80316996,,,
735857.9028,48.80316996,,,
735857.9097,48.79111789,,,
735857.9167,48.79111789,,,
735857.9236,48.79111789,,,
735857.9306,48.80316996,,,
735857.9375,48.79111789,,,
735857.9444,48.80316996,,,
735857.9514,48.80316996,,,
735857.9583,48.80316996,,,
735857.9653,48.80316996,,,
735857.9722,48.80316996,,,
735857.9792,48.79111789,,,
735857.9861,48.80316996,,,
735857.9931,48.79111789,,,
735858,48.79111789,,,
735858.0069,48.79111789,,,
735858.0139,48.80316996,,,
735858.0208,48.79111789,,,
735858.0278,48.79111789,,,
735858.0347,48.80316996,,,
735858.0417,48.79111789,,,
735858.0486,48.79111789,,,
735858.0556,48.79111789,,,
735858.0625,48.80316996,,,
735858.0694,48.79111789,,,
735858.0764,48.80316996,,,
735858.0833,48.80316996,,,
735858.0903,48.80316996,,,
735858.0972,48.80316996,,,
735858.1042,48.81522202,,,
735858.1111,48.81522202,,,
735858.1181,48.81522202,,,
735858.125,48.81522202,,,
735858.1319,48.82727409,,,
735858.1389,48.82727409,,,
735858.1458,48.83932615,,,
735858.1528,48.82727409,,,
735858.1597,48.82727409,,,
735858.1667,48.82727409,,,
735858.1736,48.82727409,,,
735858.1806,48.82727409,,,
735858.1875,48.83932615,,,
735858.1944,48.82727409,,,
735858.2014,48.83932615,,,
735858.2083,48.83932615,,,
735858.2153,48.83932615,,,
735858.2222,48.83932615,,,
735858.2292,48.85137822,,,
735858.2361,48.83932615,,,
735858.2431,48.82727409,,,
735858.25,48.83932615,,,
735858.2569,48.83932615,,,
735858.2639,48.83932615,,,
735858.2708,48.83932615,,,
735858.2778,48.85137822,,,
735858.2847,48.82727409,,,
735858.2917,48.83932615,,,
735858.2986,48.85137822,,,
735858.3056,48.83932615,,,
735858.3125,48.83932615,,,
735858.3194,48.83932615,,,
735858.3264,48.82727409,,,
735858.3333,48.82727409,,,
735858.3403,48.82727409,,,
735858.3472,48.82727409,,,
735858.3542,48.82727409,,,
735858.3611,48.82727409,,,
735858.3681,48.82727409,,,
735858.375,48.81522202,,,
735858.3819,48.81522202,,,
735858.3889,48.81522202,,,
735858.3958,48.81522202,,,
735858.4028,48.80316996,,,
735858.4097,48.80316996,,,
735858.4167,48.81522202,,,
735858.4236,48.80316996,,,
735858.4306,48.80316996,,,
735858.4375,48.80316996,,,
735858.4444,48.80316996,,,
735858.4514,48.80316996,,,
735858.4583,48.79111789,,,
735858.4653,48.79111789,,,
735858.4722,48.79111789,,,
735858.4792,48.79111789,,,
735858.4861,48.79111789,,,
735858.4931,48.79111789,,,
735858.5,48.79111789,,,
735858.5069,48.79111789,,,
735858.5139,48.79111789,,,
735858.5208,48.79111789,,,
735858.5278,48.79111789,,,
735858.5347,48.79111789,,,
735858.5417,48.79111789,,,
735858.5486,48.79111789,,,
735858.5556,48.79111789,,,
735858.5625,48.79111789,,,
735858.5694,48.79111789,,,
735858.5764,48.79111789,,,
735858.5833,48.77906583,,,
735858.5903,48.79111789,,,
735858.5972,48.79111789,,,
735858.6042,48.79111789,,,
735858.6111,48.79111789,,,
735858.6181,48.79111789,,,
735858.625,48.79111789,,,
735858.6319,48.79111789,,,
735858.6389,48.77906583,,,
735858.6458,48.77906583,,,
735858.6528,48.77906583,,,
735858.6597,48.79111789,,,
735858.6667,48.77906583,,,
735858.6736,48.79111789,,,
735858.6806,48.77906583,,,
735858.6875,48.79111789,,,
735858.6944,48.79111789,,,
735858.7014,48.79111789,,,
735858.7083,48.77906583,,,
735858.7153,48.79111789,,,
735858.7222,48.79111789,,,
735858.7292,48.80316996,,,
735858.7361,48.79111789,,,
735858.7431,48.79111789,,,
735858.75,48.77906583,,,
735858.7569,48.77906583,,,
735858.7639,48.77906583,,,
735858.7708,48.77906583,,,
735858.7778,48.77906583,,,
735858.7847,48.79111789,,,
735858.7917,48.77906583,,,
735858.7986,48.77906583,,,
735858.8056,48.77906583,,,
735858.8125,48.77906583,,,
735858.8194,48.77906583,,,
735858.8264,48.77906583,,,
735858.8333,48.77906583,,,
735858.8403,48.77906583,,,
735858.8472,48.79111789,,,
735858.8542,48.77906583,,,
735858.8611,48.76701376,,,
735858.8681,48.76701376,,,
735858.875,48.77906583,,,
735858.8819,48.77906583,,,
735858.8889,48.77906583,,,
735858.8958,48.77906583,,,
735858.9028,48.77906583,,,
735858.9097,48.77906583,,,
735858.9167,48.77906583,,,
735858.9236,48.77906583,,,
735858.9306,48.77906583,,,
735858.9375,48.77906583,,,
735858.9444,48.76701376,,,
735858.9514,48.77906583,,,
735858.9583,48.77906583,,,
735858.9653,48.76701376,,,
735858.9722,48.77906583,,,
735858.9792,48.77906583,,,
735858.9861,48.77906583,,,
735858.9931,48.77906583,,,
735859,48.76701376,,,
735859.0069,48.76701376,,,
735859.0139,48.76701376,,,
735859.0208,48.77906583,,,
735859.0278,48.76701376,,,
735859.0347,48.76701376,,,
735859.0417,48.77906583,,,
735859.0486,48.77906583,,,
735859.0556,48.77906583,,,
735859.0625,48.76701376,,,
735859.0694,48.77906583,,,
735859.0764,48.77906583,,,
735859.0833,48.77906583,,,
735859.0903,48.77906583,,,
735859.0972,48.77906583,,,
735859.1042,48.77906583,,,
735859.1111,48.77906583,,,
735859.1181,48.79111789,,,
735859.125,48.77906583,,,
735859.1319,48.77906583,,,
735859.1389,48.77906583,,,
735859.1458,48.79111789,,,
735859.1528,48.79111789,,,
735859.1597,48.79111789,,,
735859.1667,48.77906583,,,
735859.1736,48.77906583,,,
735859.1806,48.79111789,,,
735859.1875,48.80316996,,,
735859.1944,48.77906583,,,
735859.2014,48.79111789,,,
735859.2083,48.79111789,,,
735859.2153,48.79111789,,,
735859.2222,48.79111789,,,
735859.2292,48.77906583,,,
735859.2361,48.77906583,,,
735859.2431,48.79111789,,,
735859.25,48.79111789,,,
735859.2569,48.77906583,,,
735859.2639,48.77906583,,,
735859.2708,48.79111789,,,
735859.2778,48.77906583,,,
735859.2847,48.77906583,,,
735859.2917,48.77906583,,,
735859.2986,48.79111789,,,
735859.3056,48.79111789,,,
735859.3125,48.79111789,,,
735859.3194,48.79111789,,,
735859.3264,48.77906583,,,
735859.3333,48.79111789,,,
735859.3403,48.77906583,,,
735859.3472,48.77906583,,,
735859.3542,48.79111789,,,
735859.3611,48.77906583,,,
735859.3681,48.77906583,,,
735859.375,48.79111789,,,
735859.3819,48.79111789,,,
735859.3889,48.77906583,,,
735859.3958,48.79111789,,,
735859.4028,48.79111789,,,
735859.4097,48.77906583,,,
735859.4167,48.76701376,,,
735859.4236,48.77906583,,,
735859.4306,48.77906583,,,
735859.4375,48.76701376,,,
735859.4444,48.76701376,,,
735859.4514,48.76701376,,,
735859.4583,48.76701376,,,
735859.4653,48.77906583,,,
735859.4722,48.76701376,,,
735859.4792,48.76701376,,,
735859.4861,48.76701376,,,
735859.4931,48.76701376,,,
735859.5,48.76701376,,,
735859.5069,48.7549617,,,
735859.5139,48.7549617,,,
735859.5208,48.7549617,,,
735859.5278,48.7549617,,,
735859.5347,48.74290963,,,
735859.5417,48.7549617,,,
735859.5486,48.7549617,,,
735859.5556,48.7549617,,,
735859.5625,48.7549617,,,
735859.5694,48.74290963,,,
735859.5764,48.73085757,,,
735859.5833,48.74290963,,,
735859.5903,48.74290963,,,
735859.5972,48.73085757,,,
735859.6042,48.74290963,,,
735859.6111,48.73085757,,,
735859.6181,48.74290963,,,
735859.625,48.74290963,,,
735859.6319,48.74290963,,,
735859.6389,48.74290963,,,
735859.6458,48.73085757,,,
735859.6528,48.73085757,,,
735859.6597,48.73085757,,,
735859.6667,48.74290963,,,
735859.6736,48.73085757,,,
735859.6806,48.74290963,,,
735859.6875,48.73085757,,,
735859.6944,48.73085757,,,
735859.7014,48.73085757,,,
735859.7083,48.73085757,,,
735859.7153,48.73085757,,,
735859.7222,48.73085757,,,
735859.7292,48.73085757,,,
735859.7361,48.73085757,,,
735859.7431,48.73085757,,,
735859.75,48.74290963,,,
735859.7569,48.7549617,,,
735859.7639,48.74290963,,,
735859.7708,48.73085757,,,
735859.7778,48.74290963,,,
735859.7847,48.74290963,,,
735859.7917,48.7549617,,,
735859.7986,48.74290963,,,
735859.8056,48.74290963,,,
735859.8125,48.74290963,,,
735859.8194,48.74290963,,,
735859.8264,48.7549617,,,
735859.8333,48.7549617,,,
735859.8403,48.7549617,,,
735859.8472,48.7549617,,,
735859.8542,48.7549617,,,
735859.8611,48.74290963,,,
735859.8681,48.74290963,,,
735859.875,48.7549617,,,
735859.8819,48.76701376,,,
735859.8889,48.76701376,,,
735859.8958,48.76701376,,,
735859.9028,48.77906583,,,
735859.9097,48.77906583,,,
735859.9167,48.76701376,,,
735859.9236,48.76701376,,,
735859.9306,48.77906583,,,
735859.9375,48.77906583,,,
735859.9444,48.77906583,,,
735859.9514,48.76701376,,,
735859.9583,48.76701376,,,
735859.9653,48.77906583,,,
735859.9722,48.77906583,,,
735859.9792,48.77906583,,,
735859.9861,48.77906583,,,
735859.9931,48.76701376,,,
735860,48.76701376,,,
735860.0069,48.77906583,,,
735860.0139,48.76701376,,,
735860.0208,48.76701376,,,
735860.0278,48.76701376,,,
735860.0347,48.76701376,,,
735860.0417,48.76701376,,,
735860.0486,48.76701376,,,
735860.0556,48.76701376,,,
735860.0625,48.76701376,,,
735860.0694,48.76701376,,,
735860.0764,48.76701376,,,
735860.0833,48.7549617,,,
735860.0903,48.76701376,,,
735860.0972,48.76701376,,,
735860.1042,48.76701376,,,
735860.1111,48.76701376,,,
735860.1181,48.7549617,,,
735860.125,48.76701376,,,
735860.1319,48.76701376,,,
735860.1389,48.76701376,,,
735860.1458,48.76701376,,,
735860.1528,48.77906583,,,
735860.1597,48.77906583,,,
735860.1667,48.77906583,,,
735860.1736,48.76701376,,,
735860.1806,48.76701376,,,
735860.1875,48.76701376,,,
735860.1944,48.7549617,,,
735860.2014,48.7549617,,,
735860.2083,48.76701376,,,
735860.2153,48.7549617,,,
735860.2222,48.76701376,,,
735860.2292,48.76701376,,,
735860.2361,48.7549617,,,
735860.2431,48.7549617,,,
735860.25,48.76701376,,,
735860.2569,48.77906583,,,
735860.2639,48.76701376,,,
735860.2708,48.76701376,,,
735860.2778,48.76701376,,,
735860.2847,48.76701376,,,
735860.2917,48.77906583,,,
735860.2986,48.76701376,,,
735860.3056,48.76701376,,,
735860.3125,48.76701376,,,
735860.3194,48.76701376,,,
735860.3264,48.76701376,,,
735860.3333,48.77906583,,,
735860.3403,48.77906583,,,
735860.3472,48.77906583,,,
735860.3542,48.79111789,,,
735860.3611,48.77906583,,,
735860.3681,48.79111789,,,
735860.375,48.79111789,,,
735860.3819,48.79111789,,,
735860.3889,48.77906583,,,
735860.3958,48.77906583,,,
735860.4028,48.79111789,,,
735860.4097,48.79111789,,,
735860.4167,48.77906583,,,
735860.4236,48.79111789,,,
735860.4306,48.77906583,,,
735860.4375,48.79111789,,,
735860.4444,48.77906583,,,
735860.4514,48.79111789,,,
735860.4583,48.79111789,,,
735860.4653,48.79111789,,,
735860.4722,48.79111789,,,
735860.4792,48.79111789,,,
735860.4861,48.79111789,,,
735860.4931,48.77906583,,,
735860.5,48.79111789,,,
735860.5069,48.77906583,,,
735860.5139,48.79111789,,,
735860.5208,48.77906583,,,
735860.5278,48.79111789,,,
735860.5347,48.77906583,,,
735860.5417,48.77906583,,,
735860.5486,48.77906583,,,
735860.5556,48.76701376,,,
735860.5625,48.76701376,,,
735860.5694,48.76701376,,,
735860.5764,48.76701376,,,
735860.5833,48.76701376,,,
735860.5903,48.76701376,,,
735860.5972,48.76701376,,,
735860.6042,48.76701376,,,
735860.6111,48.76701376,,,
735860.6181,48.76701376,,,
735860.625,48.77906583,,,
735860.6319,48.76701376,,,
735860.6389,48.76701376,,,
735860.6458,48.76701376,,,
735860.6528,48.76701376,,,
735860.6597,48.76701376,,,
735860.6667,48.7549617,,,
735860.6736,48.7549617,,,
735860.6806,48.7549617,,,
735860.6875,48.7549617,,,
735860.6944,48.7549617,,,
735860.7014,48.7549617,,,
735860.7083,48.76701376,,,
735860.7153,48.76701376,,,
735860.7222,48.7549617,,,
735860.7292,48.7549617,,,
735860.7361,48.74290963,,,
735860.7431,48.74290963,,,
735860.75,48.7549617,,,
735860.7569,48.76701376,,,
735860.7639,48.7549617,,,
735860.7708,48.7549617,,,
735860.7778,48.7549617,,,
735860.7847,48.7549617,,,
735860.7917,48.7549617,,,
735860.7986,48.76701376,,,
735860.8056,48.76701376,,,
735860.8125,48.76701376,,,
735860.8194,48.76701376,,,
735860.8264,48.76701376,,,
735860.8333,48.79111789,,,
735860.8403,48.77906583,,,
735860.8472,48.77906583,,,
735860.8542,48.79111789,,,
735860.8611,48.77906583,,,
735860.8681,48.79111789,,,
735860.875,48.77906583,,,
735860.8819,48.77906583,,,
735860.8889,48.79111789,,,
735860.8958,48.79111789,,,
735860.9028,48.79111789,,,
735860.9097,48.79111789,,,
735860.9167,48.77906583,,,
735860.9236,48.77906583,,,
735860.9306,48.80316996,,,
735860.9375,48.79111789,,,
735860.9444,48.79111789,,,
735860.9514,48.80316996,,,
735860.9583,48.80316996,,,
735860.9653,48.80316996,,,
735860.9722,48.80316996,,,
735860.9792,48.80316996,,,
735860.9861,48.80316996,,,
735860.9931,48.79111789,,,
735861,48.80316996,,,
735861.0069,48.81522202,,,
735861.0139,48.80316996,,,
735861.0208,48.80316996,,,
735861.0278,48.80316996,,,
735861.0347,48.80316996,,,
735861.0417,48.80316996,,,
735861.0486,48.79111789,,,
735861.0556,48.79111789,,,
735861.0625,48.79111789,,,
735861.0694,48.79111789,,,
735861.0764,48.79111789,,,
735861.0833,48.79111789,,,
735861.0903,48.79111789,,,
735861.0972,48.77906583,,,
735861.1042,48.79111789,,,
735861.1111,48.79111789,,,
735861.1181,48.79111789,,,
735861.125,48.79111789,,,
735861.1319,48.79111789,,,
735861.1389,48.79111789,,,
735861.1458,48.79111789,,,
735861.1528,48.79111789,,,
735861.1597,48.77906583,,,
735861.1667,48.77906583,,,
735861.1736,48.79111789,,,
735861.1806,48.79111789,,,
735861.1875,48.79111789,,,
735861.1944,48.79111789,,,
735861.2014,48.79111789,,,
735861.2083,48.79111789,,,
735861.2153,48.79111789,,,
735861.2222,48.79111789,,,
735861.2292,48.79111789,,,
735861.2361,48.80316996,,,
735861.2431,48.79111789,,,
735861.25,48.79111789,,,
735861.2569,48.79111789,,,
735861.2639,48.79111789,,,
735861.2708,48.80316996,,,
735861.2778,48.80316996,,,
735861.2847,48.80316996,,,
735861.2917,48.80316996,,,
735861.2986,48.80316996,,,
735861.3056,48.80316996,,,
735861.3125,48.80316996,,,
735861.3194,48.80316996,,,
735861.3264,48.80316996,,,
735861.3333,48.80316996,,,
735861.3403,48.80316996,,,
735861.3472,48.81522202,,,
735861.3542,48.81522202,,,
735861.3611,48.81522202,,,
735861.3681,48.81522202,,,
735861.375,48.81522202,,,
735861.3819,48.82727409,,,
735861.3889,48.82727409,,,
735861.3958,48.81522202,,,
735861.4028,48.82727409,,,
735861.4097,48.82727409,,,
735861.4167,48.82727409,,,
735861.4236,48.82727409,,,
735861.4306,48.83932615,,,
735861.4375,48.82727409,,,
735861.4444,48.82727409,,,
735861.4514,48.82727409,,,
735861.4583,48.83932615,,,
735861.4653,48.82727409,,,
735861.4722,48.82727409,,,
735861.4792,48.82727409,,,
735861.4861,48.82727409,,,
735861.4931,48.83932615,,,
735861.5,48.83932615,,,
735861.5069,48.82727409,,,
735861.5139,48.81522202,,,
735861.5208,48.81522202,,,
735861.5278,48.82727409,,,
735861.5347,48.82727409,,,
735861.5417,48.82727409,,,
735861.5486,48.82727409,,,
735861.5556,48.82727409,,,
735861.5625,48.82727409,,,
735861.5694,48.81522202,,,
735861.5764,48.81522202,,,
735861.5833,48.81522202,,,
735861.5903,48.80316996,,,
735861.5972,48.81522202,,,
735861.6042,48.80316996,,,
735861.6111,48.80316996,,,
735861.6181,48.79111789,,,
735861.625,48.79111789,,,
735861.6319,48.80316996,,,
735861.6389,48.79111789,,,
735861.6458,48.79111789,,,
735861.6528,48.79111789,,,
735861.6597,48.77906583,,,
735861.6667,48.77906583,,,
735861.6736,48.77906583,,,
735861.6806,48.77906583,,,
735861.6875,48.76701376,,,
735861.6944,48.77906583,,,
735861.7014,48.76701376,,,
735861.7083,48.76701376,,,
735861.7153,48.7549617,,,
735861.7222,48.7549617,,,
735861.7292,48.76701376,,,
735861.7361,48.76701376,,,
735861.7431,48.7549617,,,
735861.75,48.74290963,,,
735861.7569,48.7549617,,,
735861.7639,48.76701376,,,
735861.7708,48.7549617,,,
735861.7778,48.7549617,,,
735861.7847,48.7549617,,,
735861.7917,48.7549617,,,
735861.7986,48.7549617,,,
735861.8056,48.7549617,,,
735861.8125,48.7549617,,,
735861.8194,48.76701376,,,
735861.8264,48.76701376,,,
735861.8333,48.76701376,,,
735861.8403,48.77906583,,,
735861.8472,48.76701376,,,
735861.8542,48.77906583,,,
735861.8611,48.76701376,,,
735861.8681,48.76701376,,,
735861.875,48.77906583,,,
735861.8819,48.77906583,,,
735861.8889,48.77906583,,,
735861.8958,48.77906583,,,
735861.9028,48.77906583,,,
735861.9097,48.79111789,,,
735861.9167,48.79111789,,,
735861.9236,48.79111789,,,
735861.9306,48.79111789,,,
735861.9375,48.79111789,,,
735861.9444,48.79111789,,,
735861.9514,48.80316996,,,
735861.9583,48.79111789,,,
735861.9653,48.80316996,,,
735861.9722,48.80316996,,,
735861.9792,48.80316996,,,
735861.9861,48.80316996,,,
735861.9931,48.81522202,,,
735862,48.80316996,,,
735862.0069,48.80316996,,,
735862.0139,48.81522202,,,
735862.0208,48.81522202,,,
735862.0278,48.81522202,,,
735862.0347,48.81522202,,,
735862.0417,48.81522202,,,
735862.0486,48.81522202,,,
735862.0556,48.81522202,,,
735862.0625,48.81522202,,,
735862.0694,48.81522202,,,
