UTC,WL_ft,,,
735698.7917,49.56579247,,,
735698.7986,49.56579247,,,
735698.8056,49.5537404,,,
735698.8125,49.57784453,,,
735698.8194,49.5537404,,,
735698.8264,49.56579247,,,
735698.8333,49.5537404,,,
735698.8403,49.56579247,,,
735698.8472,49.56579247,,,
735698.8542,49.56579247,,,
735698.8611,49.56579247,,,
735698.8681,49.56579247,,,
735698.875,49.5537404,,,
735698.8819,49.56579247,,,
735698.8889,49.56579247,,,
735698.8958,49.5537404,,,
735698.9028,49.56579247,,,
735698.9097,49.56579247,,,
735698.9167,49.56579247,,,
735698.9236,49.57784453,,,
735698.9306,49.57784453,,,
735698.9375,49.57784453,,,
735698.9444,49.57784453,,,
735698.9514,49.57784453,,,
735698.9583,49.56579247,,,
735698.9653,49.56579247,,,
735698.9722,49.56579247,,,
735698.9792,49.57784453,,,
735698.9861,49.56579247,,,
735698.9931,49.57784453,,,
735699,49.56579247,,,
735699.0069,49.5537404,,,
735699.0139,49.5537404,,,
735699.0208,49.5537404,,,
735699.0278,49.56579247,,,
735699.0347,49.5537404,,,
735699.0417,49.5537404,,,
735699.0486,49.5537404,,,
735699.0556,49.54168834,,,
735699.0625,49.54168834,,,
735699.0694,49.54168834,,,
735699.0764,49.52963627,,,
735699.0833,49.54168834,,,
735699.0903,49.54168834,,,
735699.0972,49.54168834,,,
735699.1042,49.54168834,,,
735699.1111,49.54168834,,,
735699.1181,49.54168834,,,
735699.125,49.54168834,,,
735699.1319,49.54168834,,,
735699.1389,49.54168834,,,
735699.1458,49.54168834,,,
735699.1528,49.54168834,,,
735699.1597,49.54168834,,,
735699.1667,49.54168834,,,
735699.1736,49.52963627,,,
735699.1806,49.52963627,,,
735699.1875,49.52963627,,,
735699.1944,49.52963627,,,
735699.2014,49.52963627,,,
735699.2083,49.52963627,,,
735699.2153,49.54168834,,,
735699.2222,49.54168834,,,
735699.2292,49.54168834,,,
735699.2361,49.54168834,,,
735699.2431,49.54168834,,,
735699.25,49.54168834,,,
735699.2569,49.52963627,,,
735699.2639,49.52963627,,,
735699.2708,49.54168834,,,
735699.2778,49.54168834,,,
735699.2847,49.54168834,,,
735699.2917,49.54168834,,,
735699.2986,49.52963627,,,
735699.3056,49.54168834,,,
735699.3125,49.54168834,,,
735699.3194,49.56579247,,,
735699.3264,49.5537404,,,
735699.3333,49.54168834,,,
735699.3403,49.54168834,,,
735699.3472,49.5537404,,,
735699.3542,49.5537404,,,
735699.3611,49.5537404,,,
735699.3681,49.56579247,,,
735699.375,49.56579247,,,
735699.3819,49.56579247,,,
735699.3889,49.57784453,,,
735699.3958,49.57784453,,,
735699.4028,49.57784453,,,
735699.4097,49.57784453,,,
735699.4167,49.57784453,,,
735699.4236,49.56579247,,,
735699.4306,49.57784453,,,
735699.4375,49.57784453,,,
735699.4444,49.59023138,,,
735699.4514,49.57784453,,,
735699.4583,49.59023138,,,
735699.4653,49.59023138,,,
735699.4722,49.59023138,,,
735699.4792,49.57784453,,,
735699.4861,49.57784453,,,
735699.4931,49.59023138,,,
735699.5,49.56579247,,,
735699.5069,49.57784453,,,
735699.5139,49.56579247,,,
735699.5208,49.57784453,,,
735699.5278,49.56579247,,,
735699.5347,49.56579247,,,
735699.5417,49.57784453,,,
735699.5486,49.5537404,,,
735699.5556,49.56579247,,,
735699.5625,49.56579247,,,
735699.5694,49.56579247,,,
735699.5764,49.56579247,,,
735699.5833,49.5537404,,,
735699.5903,49.56579247,,,
735699.5972,49.5537404,,,
735699.6042,49.54168834,,,
735699.6111,49.54168834,,,
735699.6181,49.54168834,,,
735699.625,49.54168834,,,
735699.6319,49.54168834,,,
735699.6389,49.54168834,,,
735699.6458,49.52963627,,,
735699.6528,49.52963627,,,
735699.6597,49.52963627,,,
735699.6667,49.52963627,,,
735699.6736,49.52963627,,,
735699.6806,49.52963627,,,
735699.6875,49.52963627,,,
735699.6944,49.52963627,,,
735699.7014,49.52963627,,,
735699.7083,49.51758421,,,
735699.7153,49.51758421,,,
735699.7222,49.52963627,,,
735699.7292,49.51758421,,,
735699.7361,49.52963627,,,
735699.7431,49.52963627,,,
735699.75,49.51758421,,,
735699.7569,49.52963627,,,
735699.7639,49.51758421,,,
735699.7708,49.51758421,,,
735699.7778,49.50553214,,,
735699.7847,49.50553214,,,
735699.7917,49.51758421,,,
735699.7986,49.51758421,,,
735699.8056,49.51758421,,,
735699.8125,49.51758421,,,
735699.8194,49.51758421,,,
735699.8264,49.51758421,,,
735699.8333,49.52963627,,,
735699.8403,49.51758421,,,
735699.8472,49.51758421,,,
735699.8542,49.52963627,,,
735699.8611,49.52963627,,,
735699.8681,49.52963627,,,
735699.875,49.52963627,,,
735699.8819,49.52963627,,,
735699.8889,49.52963627,,,
735699.8958,49.52963627,,,
735699.9028,49.52963627,,,
735699.9097,49.52963627,,,
735699.9167,49.52963627,,,
735699.9236,49.52963627,,,
735699.9306,49.52963627,,,
735699.9375,49.52963627,,,
735699.9444,49.52963627,,,
735699.9514,49.52963627,,,
735699.9583,49.54168834,,,
735699.9653,49.52963627,,,
735699.9722,49.52963627,,,
735699.9792,49.54168834,,,
735699.9861,49.52963627,,,
735699.9931,49.54168834,,,
735700,49.54168834,,,
735700.0069,49.54168834,,,
735700.0139,49.52963627,,,
735700.0208,49.54168834,,,
735700.0278,49.54168834,,,
735700.0347,49.52963627,,,
735700.0417,49.52963627,,,
735700.0486,49.54168834,,,
735700.0556,49.54168834,,,
735700.0625,49.54168834,,,
735700.0694,49.52963627,,,
735700.0764,49.52963627,,,
735700.0833,49.52963627,,,
735700.0903,49.52963627,,,
735700.0972,49.52963627,,,
735700.1042,49.51758421,,,
735700.1111,49.51758421,,,
735700.1181,49.52963627,,,
735700.125,49.52963627,,,
735700.1319,49.52963627,,,
735700.1389,49.51758421,,,
735700.1458,49.52963627,,,
735700.1528,49.50553214,,,
735700.1597,49.51758421,,,
735700.1667,49.50553214,,,
735700.1736,49.50553214,,,
735700.1806,49.50553214,,,
735700.1875,49.49348008,,,
735700.1944,49.50553214,,,
735700.2014,49.50553214,,,
735700.2083,49.49348008,,,
735700.2153,49.49348008,,,
735700.2222,49.50553214,,,
735700.2292,49.49348008,,,
735700.2361,49.49348008,,,
735700.2431,49.50553214,,,
735700.25,49.48142801,,,
735700.2569,49.49348008,,,
735700.2639,49.50553214,,,
735700.2708,49.50553214,,,
735700.2778,49.50553214,,,
735700.2847,49.49348008,,,
735700.2917,49.51758421,,,
735700.2986,49.50553214,,,
735700.3056,49.50553214,,,
735700.3125,49.50553214,,,
735700.3194,49.50553214,,,
735700.3264,49.49348008,,,
735700.3333,49.50553214,,,
735700.3403,49.51758421,,,
735700.3472,49.52963627,,,
735700.3542,49.54168834,,,
735700.3611,49.54168834,,,
735700.3681,49.54168834,,,
735700.375,49.54168834,,,
735700.3819,49.52963627,,,
735700.3889,49.51758421,,,
735700.3958,49.54168834,,,
735700.4028,49.52963627,,,
735700.4097,49.54168834,,,
735700.4167,49.54168834,,,
735700.4236,49.54168834,,,
735700.4306,49.54168834,,,
735700.4375,49.5537404,,,
735700.4444,49.54168834,,,
735700.4514,49.54168834,,,
735700.4583,49.54168834,,,
735700.4653,49.5537404,,,
735700.4722,49.5537404,,,
735700.4792,49.54168834,,,
735700.4861,49.54168834,,,
735700.4931,49.54168834,,,
735700.5,49.5537404,,,
735700.5069,49.54168834,,,
735700.5139,49.54168834,,,
735700.5208,49.54168834,,,
735700.5278,49.52963627,,,
735700.5347,49.52963627,,,
735700.5417,49.52963627,,,
735700.5486,49.52963627,,,
735700.5556,49.54168834,,,
735700.5625,49.52963627,,,
735700.5694,49.52963627,,,
735700.5764,49.54168834,,,
735700.5833,49.52963627,,,
735700.5903,49.52963627,,,
735700.5972,49.51758421,,,
735700.6042,49.51758421,,,
735700.6111,49.51758421,,,
735700.6181,49.51758421,,,
735700.625,49.51758421,,,
735700.6319,49.50553214,,,
735700.6389,49.50553214,,,
735700.6458,49.50553214,,,
735700.6528,49.51758421,,,
735700.6597,49.49348008,,,
735700.6667,49.50553214,,,
735700.6736,49.49348008,,,
735700.6806,49.49348008,,,
735700.6875,49.49348008,,,
735700.6944,49.49348008,,,
735700.7014,49.49348008,,,
735700.7083,49.49348008,,,
735700.7153,49.49348008,,,
735700.7222,49.49348008,,,
735700.7292,49.49348008,,,
735700.7361,49.48142801,,,
735700.7431,49.49348008,,,
735700.75,49.49348008,,,
735700.7569,49.48142801,,,
735700.7639,49.48142801,,,
735700.7708,49.48142801,,,
735700.7778,49.46937595,,,
735700.7847,49.48142801,,,
735700.7917,49.48142801,,,
735700.7986,49.48142801,,,
735700.8056,49.48142801,,,
735700.8125,49.48142801,,,
735700.8194,49.48142801,,,
735700.8264,49.46937595,,,
735700.8333,49.48142801,,,
735700.8403,49.48142801,,,
735700.8472,49.48142801,,,
735700.8542,49.49348008,,,
735700.8611,49.49348008,,,
735700.8681,49.49348008,,,
735700.875,49.50553214,,,
735700.8819,49.49348008,,,
735700.8889,49.50553214,,,
735700.8958,49.50553214,,,
735700.9028,49.50553214,,,
735700.9097,49.50553214,,,
735700.9167,49.51758421,,,
735700.9236,49.51758421,,,
735700.9306,49.51758421,,,
735700.9375,49.50553214,,,
735700.9444,49.51758421,,,
735700.9514,49.51758421,,,
735700.9583,49.52963627,,,
735700.9653,49.52963627,,,
735700.9722,49.51758421,,,
735700.9792,49.52963627,,,
735700.9861,49.52963627,,,
735700.9931,49.52963627,,,
735701,49.52963627,,,
735701.0069,49.52963627,,,
735701.0139,49.52963627,,,
735701.0208,49.54168834,,,
735701.0278,49.54168834,,,
735701.0347,49.52963627,,,
735701.0417,49.54168834,,,
735701.0486,49.52963627,,,
735701.0556,49.52963627,,,
735701.0625,49.52963627,,,
735701.0694,49.52963627,,,
735701.0764,49.52963627,,,
735701.0833,49.52963627,,,
735701.0903,49.51758421,,,
735701.0972,49.52963627,,,
735701.1042,49.51758421,,,
735701.1111,49.51758421,,,
735701.1181,49.50553214,,,
735701.125,49.51758421,,,
735701.1319,49.51758421,,,
735701.1389,49.51758421,,,
735701.1458,49.50553214,,,
735701.1528,49.50553214,,,
735701.1597,49.51758421,,,
735701.1667,49.50553214,,,
735701.1736,49.50553214,,,
735701.1806,49.49348008,,,
735701.1875,49.49348008,,,
735701.1944,49.49348008,,,
735701.2014,49.49348008,,,
735701.2083,49.49348008,,,
735701.2153,49.49348008,,,
735701.2222,49.48142801,,,
735701.2292,49.48142801,,,
735701.2361,49.48142801,,,
735701.2431,49.46937595,,,
735701.25,49.48142801,,,
735701.2569,49.46937595,,,
735701.2639,49.48142801,,,
735701.2708,49.48142801,,,
735701.2778,49.48142801,,,
735701.2847,49.46937595,,,
735701.2917,49.46937595,,,
735701.2986,49.48142801,,,
735701.3056,49.48142801,,,
735701.3125,49.48142801,,,
735701.3194,49.48142801,,,
735701.3264,49.48142801,,,
735701.3333,49.48142801,,,
735701.3403,49.48142801,,,
735701.3472,49.49348008,,,
735701.3542,49.48142801,,,
735701.3611,49.48142801,,,
735701.3681,49.49348008,,,
735701.375,49.49348008,,,
735701.3819,49.50553214,,,
735701.3889,49.49348008,,,
735701.3958,49.50553214,,,
735701.4028,49.49348008,,,
735701.4097,49.49348008,,,
735701.4167,49.50553214,,,
735701.4236,49.51758421,,,
735701.4306,49.51758421,,,
735701.4375,49.50553214,,,
735701.4444,49.51758421,,,
735701.4514,49.51758421,,,
735701.4583,49.51758421,,,
735701.4653,49.51758421,,,
735701.4722,49.52963627,,,
735701.4792,49.52963627,,,
735701.4861,49.54168834,,,
735701.4931,49.52963627,,,
735701.5,49.52963627,,,
735701.5069,49.54168834,,,
735701.5139,49.54168834,,,
735701.5208,49.54168834,,,
735701.5278,49.54168834,,,
735701.5347,49.54168834,,,
735701.5417,49.54168834,,,
735701.5486,49.54168834,,,
735701.5556,49.54168834,,,
735701.5625,49.52963627,,,
735701.5694,49.52963627,,,
735701.5764,49.52963627,,,
735701.5833,49.51758421,,,
735701.5903,49.52963627,,,
735701.5972,49.52963627,,,
735701.6042,49.52963627,,,
735701.6111,49.51758421,,,
735701.6181,49.51758421,,,
735701.625,49.52963627,,,
735701.6319,49.51758421,,,
735701.6389,49.51758421,,,
735701.6458,49.51758421,,,
735701.6528,49.50553214,,,
735701.6597,49.50553214,,,
735701.6667,49.49348008,,,
735701.6736,49.49348008,,,
735701.6806,49.49348008,,,
735701.6875,49.49348008,,,
735701.6944,49.49348008,,,
735701.7014,49.49348008,,,
735701.7083,49.49348008,,,
735701.7153,49.48142801,,,
735701.7222,49.49348008,,,
735701.7292,49.48142801,,,
735701.7361,49.48142801,,,
735701.7431,49.48142801,,,
735701.75,49.46937595,,,
735701.7569,49.48142801,,,
735701.7639,49.48142801,,,
735701.7708,49.48142801,,,
735701.7778,49.46937595,,,
735701.7847,49.46937595,,,
735701.7917,49.46937595,,,
735701.7986,49.46937595,,,
735701.8056,49.46937595,,,
735701.8125,49.46937595,,,
735701.8194,49.46937595,,,
735701.8264,49.46937595,,,
735701.8333,49.46937595,,,
735701.8403,49.46937595,,,
735701.8472,49.46937595,,,
735701.8542,49.48142801,,,
735701.8611,49.48142801,,,
735701.8681,49.48142801,,,
735701.875,49.49348008,,,
735701.8819,49.49348008,,,
735701.8889,49.50553214,,,
735701.8958,49.50553214,,,
735701.9028,49.50553214,,,
735701.9097,49.50553214,,,
735701.9167,49.51758421,,,
735701.9236,49.51758421,,,
735701.9306,49.51758421,,,
735701.9375,49.51758421,,,
735701.9444,49.51758421,,,
735701.9514,49.52963627,,,
735701.9583,49.52963627,,,
735701.9653,49.54168834,,,
735701.9722,49.54168834,,,
735701.9792,49.52963627,,,
735701.9861,49.54168834,,,
735701.9931,49.54168834,,,
735702,49.5537404,,,
735702.0069,49.5537404,,,
735702.0139,49.5537404,,,
735702.0208,49.5537404,,,
735702.0278,49.5537404,,,
735702.0347,49.5537404,,,
735702.0417,49.5537404,,,
735702.0486,49.5537404,,,
735702.0556,49.5537404,,,
735702.0625,49.56579247,,,
735702.0694,49.5537404,,,
735702.0764,49.5537404,,,
735702.0833,49.5537404,,,
735702.0903,49.5537404,,,
735702.0972,49.5537404,,,
735702.1042,49.5537404,,,
735702.1111,49.5537404,,,
735702.1181,49.5537404,,,
735702.125,49.5537404,,,
735702.1319,49.54168834,,,
735702.1389,49.54168834,,,
735702.1458,49.52963627,,,
735702.1528,49.52963627,,,
735702.1597,49.54168834,,,
735702.1667,49.52963627,,,
735702.1736,49.52963627,,,
735702.1806,49.51758421,,,
735702.1875,49.51758421,,,
735702.1944,49.51758421,,,
735702.2014,49.50553214,,,
735702.2083,49.51758421,,,
735702.2153,49.51758421,,,
735702.2222,49.50553214,,,
735702.2292,49.50553214,,,
735702.2361,49.50553214,,,
735702.2431,49.50553214,,,
735702.25,49.49348008,,,
735702.2569,49.49348008,,,
735702.2639,49.49348008,,,
735702.2708,49.49348008,,,
735702.2778,49.49348008,,,
735702.2847,49.50553214,,,
735702.2917,49.50553214,,,
735702.2986,49.49348008,,,
735702.3056,49.49348008,,,
735702.3125,49.50553214,,,
735702.3194,49.50553214,,,
735702.3264,49.50553214,,,
735702.3333,49.50553214,,,
735702.3403,49.50553214,,,
735702.3472,49.50553214,,,
735702.3542,49.50553214,,,
735702.3611,49.50553214,,,
735702.3681,49.51758421,,,
735702.375,49.51758421,,,
735702.3819,49.51758421,,,
735702.3889,49.51758421,,,
735702.3958,49.52963627,,,
735702.4028,49.52963627,,,
735702.4097,49.54168834,,,
735702.4167,49.54168834,,,
735702.4236,49.54168834,,,
735702.4306,49.5537404,,,
735702.4375,49.5537404,,,
735702.4444,49.5537404,,,
735702.4514,49.5537404,,,
735702.4583,49.56579247,,,
735702.4653,49.5537404,,,
735702.4722,49.5537404,,,
735702.4792,49.56579247,,,
735702.4861,49.56579247,,,
735702.4931,49.57784453,,,
735702.5,49.56579247,,,
735702.5069,49.57784453,,,
735702.5139,49.57784453,,,
735702.5208,49.59023138,,,
735702.5278,49.59023138,,,
735702.5347,49.59023138,,,
735702.5417,49.59023138,,,
735702.5486,49.59023138,,,
735702.5556,49.59023138,,,
735702.5625,49.57784453,,,
735702.5694,49.59023138,,,
735702.5764,49.59023138,,,
735702.5833,49.57784453,,,
735702.5903,49.59023138,,,
735702.5972,49.57784453,,,
735702.6042,49.57784453,,,
735702.6111,49.57784453,,,
735702.6181,49.57784453,,,
735702.625,49.57784453,,,
735702.6319,49.56579247,,,
735702.6389,49.56579247,,,
735702.6458,49.56579247,,,
735702.6528,49.5537404,,,
735702.6597,49.56579247,,,
735702.6667,49.5537404,,,
735702.6736,49.54168834,,,
735702.6806,49.54168834,,,
735702.6875,49.54168834,,,
735702.6944,49.54168834,,,
735702.7014,49.52963627,,,
735702.7083,49.52963627,,,
735702.7153,49.52963627,,,
735702.7222,49.51758421,,,
735702.7292,49.52963627,,,
735702.7361,49.51758421,,,
735702.7431,49.51758421,,,
735702.75,49.51758421,,,
735702.7569,49.51758421,,,
735702.7639,49.50553214,,,
735702.7708,49.49348008,,,
735702.7778,49.50553214,,,
735702.7847,49.51758421,,,
735702.7917,49.49348008,,,
735702.7986,49.49348008,,,
735702.8056,49.49348008,,,
735702.8125,49.50553214,,,
735702.8194,49.49348008,,,
735702.8264,49.49348008,,,
735702.8333,49.49348008,,,
735702.8403,49.49348008,,,
735702.8472,49.49348008,,,
735702.8542,49.49348008,,,
735702.8611,49.49348008,,,
735702.8681,49.49348008,,,
735702.875,49.50553214,,,
735702.8819,49.50553214,,,
735702.8889,49.51758421,,,
735702.8958,49.51758421,,,
735702.9028,49.51758421,,,
735702.9097,49.52963627,,,
735702.9167,49.52963627,,,
735702.9236,49.52963627,,,
735702.9306,49.54168834,,,
735702.9375,49.54168834,,,
735702.9444,49.54168834,,,
735702.9514,49.54168834,,,
735702.9583,49.54168834,,,
735702.9653,49.5537404,,,
735702.9722,49.5537404,,,
735702.9792,49.56579247,,,
735702.9861,49.5537404,,,
735702.9931,49.57784453,,,
735703,49.56579247,,,
735703.0069,49.57784453,,,
735703.0139,49.56579247,,,
735703.0208,49.57784453,,,
735703.0278,49.57784453,,,
735703.0347,49.57784453,,,
735703.0417,49.59023138,,,
735703.0486,49.59023138,,,
735703.0556,49.60228344,,,
735703.0625,49.59023138,,,
735703.0694,49.60228344,,,
735703.0764,49.59023138,,,
735703.0833,49.60228344,,,
735703.0903,49.60228344,,,
735703.0972,49.60228344,,,
735703.1042,49.59023138,,,
735703.1111,49.60228344,,,
735703.1181,49.60228344,,,
735703.125,49.60228344,,,
735703.1319,49.60228344,,,
735703.1389,49.60228344,,,
735703.1458,49.60228344,,,
735703.1528,49.60228344,,,
735703.1597,49.60228344,,,
735703.1667,49.60228344,,,
735703.1736,49.60228344,,,
735703.1806,49.59023138,,,
735703.1875,49.59023138,,,
735703.1944,49.57784453,,,
735703.2014,49.59023138,,,
735703.2083,49.59023138,,,
735703.2153,49.57784453,,,
735703.2222,49.57784453,,,
735703.2292,49.57784453,,,
735703.2361,49.56579247,,,
735703.2431,49.57784453,,,
735703.25,49.5537404,,,
735703.2569,49.5537404,,,
735703.2639,49.5537404,,,
735703.2708,49.56579247,,,
735703.2778,49.5537404,,,
735703.2847,49.56579247,,,
735703.2917,49.5537404,,,
735703.2986,49.5537404,,,
735703.3056,49.5537404,,,
735703.3125,49.54168834,,,
735703.3194,49.56579247,,,
735703.3264,49.54168834,,,
735703.3333,49.54168834,,,
735703.3403,49.52963627,,,
735703.3472,49.54168834,,,
735703.3542,49.54168834,,,
735703.3611,49.54168834,,,
735703.3681,49.54168834,,,
735703.375,49.54168834,,,
735703.3819,49.5537404,,,
735703.3889,49.5537404,,,
735703.3958,49.54168834,,,
735703.4028,49.5537404,,,
735703.4097,49.5537404,,,
735703.4167,49.56579247,,,
735703.4236,49.56579247,,,
735703.4306,49.57784453,,,
735703.4375,49.56579247,,,
